SortID,,,,,,,,,,,,,,,,,,,
TestSite,,,,,,,,,,,,,,,,,,,
Specification,,20230816_Áp¨È_Flip-Chip_CW,,,,,,,,,,,,,,,,,
Operator,,0,,,,,,,,,,,,,,,,,
EquipmentNo,,1,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
TestNo,PosX,PosY,BIN,Ith,SEf,Kink,Rollover,Rs,V1,V2,V3,P1,P2,P3,Ir,Imax,WP,HW,PCE
12669,49,179,0,0.882136099,2.734571,0.064968,15.066286,317.050262,5.774271,6.421766,6.086994,4.492184,8.877416,7.664521,0.219,5.4,944.909973,1.44,34.559868
12670,50,179,0,1.137977399,2.767769,0.056737,13.859735,316.092804,5.745785,6.389813,6.089742,4.506644,9.049294,8.113791,0.215,5.6,944.890015,1.47,35.405163
12671,51,179,0,1.606436441,2.795121,0.058096,16.982693,317.715424,5.79649,6.446926,6.084343,4.583168,8.865678,7.595585,0.195,5.4,944.929993,1.5,34.379478
12672,52,179,0,0.876109026,2.753592,0.056807,15.697948,314.828583,5.779449,6.426164,6.080929,4.519721,8.839828,7.775973,0.231,5.4,944.940002,1.41,34.389992
12673,53,179,0,1.166030158,2.750603,0.059004,17.340405,321.623749,5.855867,6.516817,6.067565,4.53787,8.814572,6.866991,0.207,5.2,945.090027,1.6,33.814716
12674,54,179,0,1.09142466,2.791387,0.062431,17.489302,320.12561,5.81739,6.471879,6.074824,4.603848,8.900641,7.369123,0.214,5.3,944.890015,1.51,34.381981
12675,55,179,0,1.212393353,2.738764,0.05884,16.876888,317.922516,5.815244,6.468246,6.075995,4.522757,8.714298,7.427773,0.224,5.3,945.059998,1.54,33.681072
12676,56,179,0,1.244313289,2.728199,0.058456,16.259413,319.533264,5.823623,6.476852,6.075021,4.490094,8.759145,7.308118,0.223,5.2,945.119995,1.51,33.809422
12677,57,179,0,1.222569395,2.710113,0.05885,16.547441,320.900238,5.851155,6.507779,6.072245,4.458344,8.67592,7.106908,0.235,5.1,945.070007,1.58,33.329037
12678,58,179,0,0.507711668,2.76447,0.0608,17.132969,322.376709,5.869383,6.52776,6.063938,4.51411,8.821243,6.835373,0.215,5.1,945.190002,1.57,33.783577
12679,59,179,0,1.303342701,2.724147,0.057609,17.822168,326.561859,5.886773,6.553424,6.063939,4.506997,8.683372,6.367901,0.213,5,945.299988,1.83,33.12532
12680,60,179,0,0.826501505,2.745579,0.056803,18.858158,323.396149,5.875781,6.535145,6.061463,4.525269,8.690297,6.596192,0.209,5.1,945.27002,1.75,33.244473
12681,61,179,0,0.992016781,2.726962,0.055934,18.079296,327.134064,5.885427,6.555352,6.08437,4.504584,8.680747,6.595613,0.255,4.9,945.349976,1.8,33.105576
12682,62,179,0,0.548176388,2.747895,0.063946,18.839073,328.688019,5.932734,6.603739,6.064669,4.546694,8.703982,5.936034,0.25,5.6,945.460022,2.12,32.950962
12683,63,179,0,0.767046117,2.715792,0.060693,18.528166,325.757782,5.890498,6.554952,6.052385,4.496996,8.640648,6.3806,0.241,4.9,945.409973,2.17,32.954659
12684,64,179,0,1.09607252,2.656239,0.058681,20.856674,330.687103,6.003035,6.680303,6.054613,4.470979,8.399393,5.119115,0.22,5.3,945.609985,2.39,31.433428
12685,65,179,0,1.012666961,2.615972,0.059181,19.097027,328.007355,5.92835,6.597483,6.050353,4.380015,8.38014,5.62291,0.221,4.7,945.400024,1.89,31.755068
12686,66,179,0,0.4407095,2.589928,0.062878,19.220835,328.580078,5.966104,6.638585,6.046162,4.372677,8.282338,5.697192,0.203,5.5,945.539978,2.31,31.190147
12687,67,179,0,1.285131381,2.607207,0.056079,19.30382,323.734406,5.909836,6.571298,6.054211,4.337655,8.224743,6.176696,0.198,4.9,945.5,1.77,31.290407
12688,68,179,0,0.613906423,2.650892,0.054846,22.459213,326.177643,5.960108,6.626707,6.038363,4.461655,8.244177,5.597472,0.218,5.5,945.559998,2.11,31.102087
12689,69,179,0,0.324265649,2.709057,0.051152,25.444927,327.157837,6.00997,6.678489,6.031333,4.587195,8.262002,5.106587,0.212,5.3,945.780029,2.38,30.927662
12690,70,179,0,1.486316301,2.751976,0.055241,21.640041,328.914734,5.967505,6.640091,6.042854,4.623645,8.592671,5.949606,0.226,5.4,945.609985,1.97,32.351482
12691,71,179,0,1.342032766,2.622386,0.054805,23.71731,330.84668,6.021076,6.695317,6.038202,4.455896,8.163381,5.017404,0.215,5.2,945.799988,2.47,30.481682
12692,72,179,0,1.251467951,2.461157,0.483912,99.701508,329.022644,6.430318,6.592686,6.230796,4.375036,2.931883,0.005663,0.203,3.4,946.77002,2.77,11.117936
12693,73,179,0,0.417781041,2.582003,0.054496,23.66148,329.951202,6.072574,6.750163,6.041632,4.441368,8.119063,4.555763,0.21,5.1,945.77002,2.2,30.069878
12694,74,179,0,1.016227843,2.645164,0.055172,21.282452,328.644104,5.994657,6.66419,6.035522,4.466128,8.320843,5.424426,0.248,5.3,945.789978,2.09,31.214758
12695,75,179,0,1.194091902,2.533849,0.055916,21.741577,327.411407,5.954343,6.625901,6.039054,4.331597,8.047802,5.132638,0.246,5.4,945.73999,2.54,30.364935
12696,76,179,0,1.313165584,2.552145,0.058219,28.116056,334.013947,6.125193,6.809109,4.907945,4.431891,7.813085,0.004995,0.219,4.9,946.030029,2.76,28.68615
12697,77,179,0,1.29282154,2.625281,0.053448,25.882654,330.601379,6.06335,6.734192,6.030196,4.513771,8.122712,4.511436,0.209,5.1,945.840027,2.29,30.154739
12698,78,179,0,0.540237688,2.496513,0.054243,28.83651,331.073395,6.11605,6.792362,6.052747,4.323886,7.621067,3.927807,0.217,4.9,945.909973,2.37,28.050135
12699,79,179,0,1.328904794,2.561639,0.052997,26.782513,326.175049,6.095409,6.76536,5.253264,4.447881,7.917298,0.006585,0.228,5,945.869995,2.63,29.256748
12700,80,179,0,1.080817832,2.573584,0.05563,27.007526,327.991852,6.071849,6.745706,6.034053,4.42369,7.892229,4.266109,0.19,5,945.880005,2.37,29.249081
12701,81,179,0,0.543770242,2.550464,0.050834,29.366751,329.513275,6.135288,6.806055,4.912934,4.449505,7.799297,0.004696,0.239,4.9,946.049988,2.77,28.648376
12702,82,179,0,0.970956884,2.470411,0.054419,24.773273,330.155182,6.016473,6.692682,5.263951,4.225569,7.709235,0.006707,0.224,5.1,945.809998,2.21,28.797255
12703,83,179,0,0.540344903,2.398728,0.05257,38.806206,331.870758,6.199066,6.875758,5.02819,4.319275,7.194954,0.005162,0.229,4.6,946.22998,2.93,26.160585
12704,84,179,0,0.863942737,2.551156,0.060466,28.907698,326.286102,6.124899,6.790626,4.874963,4.449368,7.872819,0.004966,0.225,4.9,945.969971,2.57,28.984144
12705,85,179,0,1.204760045,2.527104,0.054557,30.19162,324.503906,6.156951,6.820821,5.379439,4.420237,7.713875,0.005839,0.211,4.8,945.97998,2.74,28.273266
12706,86,179,0,1.188313342,2.445172,0.057085,33.360897,325.18454,6.189298,6.855663,4.968463,4.345326,7.476475,0.004475,0.197,4.7,945.950012,2.29,27.263865
12707,87,179,0,1.918270416,2.409152,0.053522,32.247299,327.915436,6.121892,6.791364,4.893251,4.268783,7.376039,0.004603,0.185,4.8,945.869995,2.81,27.152271
12708,88,179,0,1.093562467,2.424958,0.055582,31.905958,324.419708,6.166494,6.828215,4.980116,4.247411,7.342263,0.00502,0.156,4.8,945.919983,2.73,26.882072
12709,89,179,0,1.28049523,2.422628,0.053555,31.789801,323.687408,6.13563,6.796944,4.985569,4.233108,7.310527,0.005412,0.243,4.8,945.75,2.41,26.889021
12710,90,179,0,1.090793999,2.466675,0.055251,33.309502,324.741974,6.14668,6.80695,4.92908,4.301892,7.368711,0.00452,0.18,4.8,945.73999,2.29,27.063189
12711,91,179,0,1.54870383,-0.000078,0.062026,2.623437,0.019108,10.000009,9.999983,10.000013,0.005692,0.005756,0.00552,0.17,0.8,0,0,0.014389
12712,92,179,0,1.390133263,2.421155,0.050272,42.698586,323.429718,6.203214,6.856194,5.318096,4.332166,6.965696,0.00577,0.231,4.6,945.72998,2.33,25.399279
12713,93,179,0,0.537313326,2.361474,0.05915,74.690933,313.146057,6.396406,6.993941,6.193884,4.434559,5.683624,0.006491,0.174,3.5,946.159973,3.04,20.316244
12714,94,179,0,0.832555454,2.35447,0.049296,32.226784,316.799805,6.302879,6.941269,5.284863,4.288727,6.427341,0.004927,0.196,4.3,945.840027,2.71,23.14901
12715,95,179,0,0.395387737,2.392334,0.053755,42.165012,319.205841,6.187016,6.835856,4.86012,4.234413,6.749063,0.004392,0.192,4.6,945.48999,2.65,24.682583
12716,96,179,0,1.043664112,2.398745,0.051099,23.164913,316.782227,6.228565,6.866889,5.028814,4.364029,6.899737,0.00423,0.188,4.5,945.320007,2.88,25.119591
12717,97,179,0,0.39240172,2.341006,0.049108,72.339622,323.330048,6.306872,6.947506,6.187448,4.256437,5.957562,0.006688,0.208,3.6,945.539978,2.7,21.437773
12718,98,179,0,1.09714347,2.477592,0.055341,35.736317,314.91275,6.16214,6.804032,4.871446,4.388059,7.263845,0.004142,0.214,4.7,944.840027,2.35,26.689487
12719,99,179,0,0.980696088,2.528249,0.061691,14.863314,294.854614,5.724368,6.326639,6.044756,4.127703,8.181534,7.393653,0.242,5.4,943.950012,1.56,32.3297
12720,100,179,0,0.120570313,2.384205,0.054495,20.325058,311.795593,6.219651,6.855281,5.109387,4.383179,6.912344,0.004809,0.235,4.5,944.710022,2.93,25.208097
12721,101,179,0,0.976898123,2.316713,0.052331,32.822052,308.227051,6.253541,6.877288,5.159711,4.331425,6.368823,0.004986,0.234,4.4,944.710022,2.8,23.151651
12722,102,179,0,1.296093115,2.308511,0.047725,36.311607,309.033722,6.332901,6.945788,6.06236,4.343658,6.170158,0.007698,0.196,4.3,944.51001,2.6,22.208273
12723,103,179,0,1.054720994,1.679639,0.199343,64.93248,247.019791,6.246636,6.312521,5.879038,2.909746,2.831736,0.01096,0.234,2.8,944.48999,1.34,11.214758
12724,104,179,0,1.480825803,2.317481,0.059955,24.883474,307.891907,6.222236,6.845347,4.894405,4.21211,6.713742,0.004216,0.239,4.5,943.659973,2.34,24.519365
12725,105,179,0,0.886798833,2.425815,0.057472,33.792366,306.221252,6.144608,6.769187,6.00811,4.28909,7.239953,3.472558,0.233,4.7,943.320007,2.37,26.738634
12726,106,179,0,1.48349999,2.324931,0.051478,30.752766,300.227051,6.303054,6.904864,4.92587,4.283444,6.271904,0.004108,0.249,4.3,943.460022,2.88,22.708282
12727,107,179,0,1.131046539,-0.000022,4610.761719,880459.3125,11.989953,0.024087,0.048078,0.095954,-0.000371,-0.000081,-0.00069,1000,3.9,0,0,-0.042289
12728,108,179,0,0.667070711,2.242286,0.236639,85.297791,282.517639,6.474276,6.599912,6.210753,4.356,3.483786,0.00577,0.209,3.3,943.070007,2.8,13.196335
12729,109,179,0,0.888327775,2.285041,0.049453,43.8424,295.614288,6.347488,6.918714,6.042616,4.274561,5.700728,0.008277,0.259,4.2,942.349976,2.71,20.598948
12730,110,179,0,0.864312572,2.182358,0.232128,99.719368,257.175903,6.525554,6.583915,6.214492,4.269166,3.3087,0.005496,0.264,3.2,942.380005,3.14,12.563572
12731,111,179,0,0.386238312,2.293628,0.315507,45.961662,285.722595,6.396117,6.512019,4.988431,4.400361,7.143019,0.003485,0.259,4,941.549988,2.94,27.422443
12732,112,179,0,0.441034486,2.013575,0.271642,99.711845,268.824493,6.480986,6.569014,6.201417,3.989223,2.974709,0.005618,0.238,3.2,941.02002,2.82,11.320987
12733,113,179,0,0.889298199,1.893892,0.992865,99.928635,-245.715805,6.991116,7.03462,5.140535,3.90262,0.007772,0.001738,0.215,2.2,940.840027,1.81,0.027619
12734,114,179,0,1.204560791,1.879854,0.975901,99.944839,-1050.742798,6.784336,6.653307,5.146808,3.908393,0.009101,0.00215,0.227,2.6,940.780029,3.54,0.034197
12735,115,179,0,0.920949019,0.002121,7.968476,93.847984,-2173.376709,6.271877,4.567469,5.49409,0.012657,0.001101,0.001851,0.19,1.8,0,0,0.006025
12736,116,179,0,1.238614899,1.283943,0.99031,99.934723,-137.836685,7.318843,7.239284,5.179263,3.105546,0.005368,0.001361,0.222,1.9,0,0,0.018538
12737,117,179,0,0.514300844,0.000098,3090.191406,465981.25,29.430307,0.262023,0.321781,0.403548,-0.000405,-0.000032,-0.000145,1000,7.5,0,0,-0.002508
12738,118,179,0,0.377911678,0.000413,5542.724609,121.286278,29.09153,0.233717,0.292746,0.376362,0.000149,-0.000125,-0.000641,1000,3.2,0,0,-0.010715
12739,119,179,0,1.11207053,-0.000007,3924.052734,983465.6875,63.146465,0.217197,0.345194,0.531513,-0.00039,-0.000057,0.000066,1000,1.5,0,0,-0.004114
12740,120,179,0,0.683889553,0.000177,3580.697998,1578.947388,0.04338,10.000023,9.999975,9.999987,-0.000204,-0.000032,-0.000027,0.124,3.4,0,0,-0.000081
12741,118,180,0,0.45027467,-0.000361,5837.02832,1189478.5,28.993923,0.215863,0.274716,0.358713,-0.000395,-0.000096,-0.000224,1000,6.7,0,0,-0.00874
12742,117,180,0,0.305052366,-0.000239,6229.433594,1805064.25,-0.011878,10.000028,10.00001,9.99999,-0.000685,-0.00017,0.000017,0.146,8.6,0,0,-0.000424
12743,116,180,0,1.042254291,-0.000085,5542.724609,185.446609,29.583687,0.265799,0.326091,0.408016,-0.000072,-0.000371,-0.000219,1000,1.2,0,0,-0.028422
12744,115,180,0,0.3090794,0.001639,0.329388,60.582893,-1017.912231,6.751044,5.916318,5.548747,0.012216,0.005741,0.001214,0.236,1.6,0,0,0.024259
12745,114,180,0,0.810755106,0.000095,4463.609863,196202.625,13.969945,0.028006,0.055848,0.111353,-0.000101,0.000046,-0.0004,1000,0.1,0,0,0.020684
12746,113,180,0,1.443814719,2.037035,0.948996,99.851067,-220.549652,6.675095,6.619693,6.378325,4.16715,0.020235,0.003872,0.228,2.8,940.830017,3.11,0.076421
12747,112,180,0,1.113138789,2.17809,0.351524,99.794785,229.824219,6.561551,6.524189,6.245053,4.292474,1.646422,0.005211,0.322,3.1,941.090027,3.14,6.308914
12748,111,180,0,0.956445554,2.141755,0.237532,99.68161,271.199036,6.44342,6.572423,6.191564,4.196099,3.519387,0.005878,0.277,3.3,941.289978,2.82,13.386947
12749,110,180,0,1.555460978,2.207586,0.448328,99.803482,242.469513,6.562507,6.514953,6.179147,4.324274,1.275564,0.004986,0.291,3,942.309998,2.72,4.894757
12750,109,180,0,1.055822364,2.250665,0.256236,78.68483,288.434357,6.416757,6.493007,6.137907,4.323621,4.011071,0.006433,0.255,3.4,942.309998,2.75,15.44381
12751,108,180,0,1.713528514,2.215195,0.048731,38.787971,304.515991,6.270685,6.877589,6.046087,4.128017,5.94295,0.009317,0.27,4.3,942.380005,2.47,21.602592
12752,107,180,0,0.975490935,2.127034,0.364102,99.806046,249.46611,6.564595,6.621933,6.349028,4.237984,1.455036,0.004578,0.279,3.1,943.700012,2.98,5.493245
12753,106,180,0,1.006597309,2.192134,0.415251,99.813126,262.081451,6.568685,6.633062,6.338793,4.301931,1.220083,0.00452,0.291,3.1,944.099976,2.93,4.598492
12754,105,180,0,0.972048084,2.218943,0.049753,40.26358,299.664642,6.333403,6.925363,6.022149,4.038088,5.813265,0.008738,0.289,4.2,943.559998,2.53,20.985418
12755,104,180,0,1.254373856,2.257869,0.268615,81.175804,295.232635,6.383366,6.545172,6.18898,4.250153,4.049708,0.00659,0.296,3.5,944.179993,2.6,15.468301
12756,103,180,0,1.280434802,2.307706,0.05621,62.305729,310.846375,6.302526,6.91947,6.057548,4.20667,6.003611,0.007732,0.271,3.6,944.119995,2.36,21.691008
12757,102,180,0,0.647457277,2.321304,0.055207,24.594444,309.186584,6.228881,6.854194,4.94143,4.220424,6.566605,0.004613,0.258,4.5,944.22998,2.43,23.951046
12758,101,180,0,0.569424296,2.351497,0.059614,27.344055,314.140686,6.270447,6.895295,4.975616,4.355587,6.628281,0.004431,0.266,4.4,944.590027,2.79,24.031898
12759,100,180,0,0.791837879,2.336781,0.050489,18.999897,311.78421,6.235766,6.863206,4.917645,4.215572,6.708405,0.003897,0.227,4.5,944.73999,2.79,24.436121
12760,99,180,0,1.630702686,0.000161,3482.59668,12262.66406,0.030986,9.999995,9.999985,9.999993,-0.000228,-0.000125,-0.000238,0.17,2.7,0,0,-0.000314
12761,98,180,0,0.86032925,0.004058,0.044302,32.205582,466.009827,4.639639,5.479989,5.427126,0.012142,0.015169,0.005236,0.257,3.7,0,0,0.0692
12762,97,180,0,1.289175129,2.404854,0.051279,43.972553,315.603729,6.204348,6.844306,4.938872,4.324906,6.805786,0.003799,0.226,4.6,945.070007,2.38,24.859299
12763,96,180,0,0.890011871,2.295813,0.056405,42.508499,318.175049,6.196087,6.846241,4.96012,4.176577,6.682276,0.004461,0.211,4.6,945.219971,2.93,24.40126
12764,95,180,0,1.10334947,2.39378,0.051156,30.023672,312.538208,6.290753,6.921793,4.943182,4.420496,6.623082,0.004216,0.19,4.4,945.5,2.6,23.92112
12765,94,180,0,0.560561537,2.418008,0.050665,30.337114,322.787292,6.214746,6.8693,5.223147,4.29581,6.654837,0.005442,0.182,4.5,945.52002,2.32,24.21949
12766,93,180,0,0.65625741,2.554919,0.051222,38.915684,320.011993,6.194952,6.843591,4.962493,4.509739,7.343151,0.004706,0.207,4.6,945.549988,2.78,26.824915
12767,92,180,0,1.320191472,2.480812,0.050592,36.652771,320.085327,6.159364,6.807727,5.339431,4.426059,7.33311,0.005658,0.209,4.7,945.630005,2.74,26.929359
12768,91,180,0,0.258756167,2.367811,0.261485,77.220551,320.918335,6.419773,6.59337,6.237913,4.406419,4.244095,0.005903,0.198,3.5,946.320007,2.66,16.092285
12769,90,180,0,1.677024783,2.506114,0.051694,32.052872,319.696442,6.14006,6.792838,4.886173,4.408042,7.562422,0.004436,0.229,4.8,945.76001,2.76,27.832335
12770,89,180,0,0.896398711,2.413636,0.053036,32.573723,322.639069,6.147977,6.805317,4.916655,4.308833,7.361667,0.004068,0.218,4.8,945.809998,2.79,27.043806
12771,88,180,0,1.206323886,2.270763,0.056406,38.761566,329.581421,6.181482,6.854832,5.395447,4.117319,6.932302,0.005854,0.17,4.6,945.880005,2.8,25.282539
12772,87,180,0,1.471549252,2.480747,0.051346,34.423401,329.477112,6.185671,6.855316,5.080461,4.392076,7.491058,0.00475,0.178,4.7,945.98999,2.65,27.318426
12773,86,180,0,1.794822743,2.464287,0.065521,33.129353,330.599304,6.162669,6.831861,5.021966,4.353106,7.512753,0.004981,0.197,4.7,945.900024,2.38,27.491604
12774,85,180,0,1.173453177,2.479447,0.054523,36.97892,332.287018,6.207163,6.881789,4.924415,4.384356,7.419983,0.004147,0.219,4.6,946.070007,2.9,26.955141
12775,84,180,0,1.725151196,2.464056,0.053685,37.01685,329.841705,6.163514,6.835982,4.905041,4.333034,7.311184,0.004652,0.235,4.7,946,2.92,26.737871
12776,83,180,0,0.250416472,2.48502,0.049453,41.055096,331.597565,6.22904,6.893039,5.396271,4.42651,7.25561,0.006163,0.247,4.6,946.109985,2.55,26.314989
12777,82,180,0,0.951507921,2.528874,0.051714,30.137112,326.730743,6.130478,6.798924,4.861257,4.409185,7.71158,0.004176,0.225,4.8,946.099976,2.67,28.355881
12778,81,180,0,1.29509493,2.528704,0.049576,40.007011,328.541351,6.227854,6.896619,4.969717,4.467467,7.318728,0.00449,0.284,4.6,946.150024,2.29,26.53013
12779,80,180,0,1.189745856,2.484391,0.055994,23.409346,329.764252,6.004725,6.681471,6.034335,4.227144,7.753067,4.43503,0.192,5.2,945.75,2.76,29.009583
12780,79,180,0,0.82987887,2.510051,0.058125,30.114922,328.532562,6.12752,6.800019,5.392505,4.38805,7.635179,0.005775,0.206,4.9,946.059998,2.76,28.070431
12781,78,180,0,1.511259104,2.38272,0.054122,22.699835,331.048096,5.977789,6.653746,6.030576,4.054961,7.47001,4.222204,0.162,5.3,945.780029,2.66,28.066935
12782,77,180,0,0.400075044,-0.000247,6425.63623,127531.7109,0.018591,10.000003,10.000028,9.999986,-0.000184,-0.000336,-0.000336,0.223,1.4,0,0,-0.000841
12783,76,180,0,0.735118326,1.681266,0.068575,58.75753,349.235718,5.769615,6.466714,6.569352,2.122959,3.264451,0.007943,0.257,4,944.450012,1.32,12.620207
12784,75,180,0,1.008255272,2.671398,0.059087,22.976303,324.985199,6.010664,6.679155,6.03217,4.490806,8.289435,5.105371,0.339,5.3,945.880005,2.07,31.02726
12785,74,180,0,1.850208067,2.595463,0.055712,24.025087,331.588287,6.059133,6.737293,6.05829,4.462548,8.14093,4.478362,0.233,5.2,945.789978,2.11,30.208462
12786,72,180,0,1.016021404,2.498348,0.051289,26.641109,331.113159,6.087225,6.758106,6.031691,4.272358,7.667017,4.342663,0.2,5,945.890015,2.66,28.362299
12787,71,180,0,1.291496949,2.618653,0.058825,20.9144,324.961456,5.970166,6.637237,6.039327,4.387259,8.23809,5.655587,0.208,5.4,945.659973,2.02,31.029816
12788,70,180,0,0.753848927,2.719483,0.052594,23.081533,328.810394,5.98185,6.652123,6.044203,4.61591,8.481135,5.755783,0.218,5.4,945.789978,2.38,31.873793
12789,69,180,0,0.877130645,2.721999,0.056096,24.075329,333.360657,6.006743,6.682346,6.067444,4.612461,8.399014,5.053765,0.222,5.3,945.590027,2.17,31.422403
12790,68,180,0,0.025122694,2.663537,0.057742,20.473637,326.777222,5.931766,6.598279,6.057526,4.461778,8.339203,6.145063,0.246,5.6,945.580017,2.21,31.59613
12791,67,180,0,1.114758947,2.692462,0.0573,20.722383,325.586334,5.930645,6.595798,6.046268,4.483536,8.424281,6.059681,0.211,5.6,945.539978,2.25,31.930487
12792,66,180,0,1.86029313,2.646141,0.061963,18.340315,322.924133,5.923232,6.586846,6.051775,4.345871,8.395905,6.258356,0.23,5.6,945.320007,1.86,31.866182
12793,65,180,0,0.389155089,2.596501,0.06749,11.075865,363.442719,5.688993,6.428193,6.125122,4.473844,9.063891,0.016527,0.192,5.1,945.419983,2.1,35.250546
12794,64,180,0,0.814237473,2.646904,0.056179,17.862745,324.257568,5.84333,6.504701,6.05141,4.341677,8.433861,6.489311,0.251,5.1,945.47998,2.16,32.414482
12795,63,180,0,1.255574339,2.752576,0.060095,19.462454,327.375244,5.926467,6.595272,6.055192,4.565014,8.722853,6.264919,0.264,5.6,945.47998,2.04,33.064793
12796,62,180,0,0.766044801,1.531722,0.10061,53.912018,340.40683,6.274093,6.943252,6.340189,2.005424,3.25546,0.01071,1000,3.6,945.570007,1.24,11.721669
12797,61,180,0,1.193487815,2.757889,0.060617,20.185987,328.497437,5.941749,6.614877,6.08331,4.563818,8.693329,5.956675,0.259,4.7,945.289978,1.77,32.855217
12798,60,180,0,0.940301386,2.737905,0.055243,19.349087,326.758636,5.917093,6.582283,6.059471,4.542029,8.68475,6.334085,0.222,4.8,945.429993,2.08,32.985321
12799,59,180,0,0.787201567,2.738362,0.061568,17.723909,324.533325,5.884426,6.546487,6.071625,4.497104,8.701628,6.669352,0.21,5.1,945.280029,1.66,33.230145
12800,58,180,0,1.148325526,2.721393,0.058428,15.798512,318.054718,5.806027,6.456218,6.075405,4.450996,8.767179,7.434679,0.236,5.2,945.090027,1.56,33.948586
12801,57,180,0,0.550251907,2.69543,0.059515,15.696899,319.723816,5.820996,6.475193,6.073352,4.384792,8.674513,7.27757,0.225,5.3,945.070007,1.56,33.491333
12802,56,180,0,1.827731563,2.732964,0.058303,17.250853,320.544434,5.837061,6.492617,6.074175,4.507262,8.724858,7.118758,0.236,5.2,945.159973,1.65,33.595306
12803,55,180,0,1.673625636,2.681424,0.054912,16.553017,318.59903,5.732186,6.381388,6.078511,4.373172,8.558734,7.393236,0.235,5.5,945,1.54,33.530064
12804,54,180,0,0.92118818,2.761784,0.056239,19.163263,323.972992,5.878028,6.540056,6.060463,4.563783,8.683705,6.544513,0.233,5.1,945.219971,1.8,33.194305
