SortID,,,,,,,,,,,,,,,,,,,
TestSite,,,,,,,,,,,,,,,,,,,
Specification,,20230816_Áp¨È_Flip-Chip_CW,,,,,,,,,,,,,,,,,
Operator,,0,,,,,,,,,,,,,,,,,
EquipmentNo,,1,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
TestNo,PosX,PosY,BIN,Ith,SEf,Kink,Rollover,Rs,V1,V2,V3,P1,P2,P3,Ir,Imax,WP,HW,PCE
10073,41,150,0,1.832412042,2.651272,0.069075,11.899652,319.419647,5.655311,6.305098,6.145767,4.322719,8.760744,7.952973,0.251,5.9,943.609985,1.59,34.736752
10074,40,150,0,1.33829549,2.716995,0.060072,13.161112,319.549774,5.701094,6.35256,6.195423,4.452252,8.96064,8.413794,0.248,5.7,943.400024,1.4,35.263893
10075,39,150,0,1.122744721,2.528546,0.060754,9.408551,309.630188,5.613379,6.244957,6.21781,4.12734,8.587169,8.909068,0.223,6.1,943.25,1.34,34.376411
10076,38,150,0,0.876845187,2.68751,0.059903,10.594429,315.79483,5.656849,6.301806,6.263089,4.375556,8.979142,9.100596,0.242,6,943.25,1.35,35.621304
10077,34,150,0,1.592766444,2.752827,0.053527,12.655841,311.520844,5.690508,6.328682,6.164814,4.474398,9.047602,8.671947,0.235,5.8,943.390015,1.41,35.740463
10078,33,150,0,0.726366241,2.707986,0.062013,11.527809,313.338165,5.676097,6.317791,6.189501,4.416033,9.047194,8.762353,0.249,5.8,943.369995,1.45,35.800472
10079,32,150,0,0.369099471,2.622813,0.061634,15.003898,328.653412,5.76603,6.436344,6.117545,4.310643,8.600976,6.19199,0.25,5.2,943.429993,1.51,33.407852
10080,31,150,0,0.797564659,2.689775,0.061979,12.526236,310.849487,5.706089,6.342867,6.126175,4.415739,8.912394,8.103107,0.247,5.7,943.359985,1.37,35.127625
10081,31,151,0,0.700185889,2.683119,0.066018,13.662529,319.103577,5.729512,6.379011,6.11897,4.364564,8.764894,7.501648,0.245,5.4,943.48999,1.59,34.350521
10082,32,151,0,1.710445832,2.716146,0.055727,13.905087,312.723602,5.712308,6.353716,6.152074,4.449,8.880649,8.213525,0.235,5.8,943.359985,1.42,34.942734
10083,33,151,0,0.450555094,2.688809,0.066517,11.275286,312.325958,5.667227,6.304229,6.160762,4.43349,9.002995,8.809858,0.24,5.9,943.23999,1.47,35.702202
10084,34,151,0,1.18457697,2.707204,0.060719,11.841268,311.161407,5.671869,6.305306,6.160204,4.436791,8.926172,8.783508,0.233,5.8,943.27002,1.44,35.39151
10085,35,151,0,0.704762917,2.676304,0.064788,9.824528,309.826447,5.65415,6.285908,6.17922,4.340936,8.9459,9.064314,0.443,5.9,943.25,1.44,35.579193
10086,36,151,0,0.713683354,2.665046,0.062416,17.04319,326.912018,5.839219,6.510046,6.095359,4.425367,8.589067,5.913736,0.413,4.9,943.789978,1.71,32.983894
10087,37,151,0,1.134355695,2.65126,0.059057,15.689186,320.391571,5.768304,6.422508,6.121364,4.354705,8.644504,7.207888,0.402,5.4,943.590027,1.54,33.64925
10088,38,151,0,1.392096337,2.688057,0.05987,9.449781,312.359528,5.627064,6.263632,6.238266,4.33709,9.036516,9.442415,0.228,5.9,943.330017,1.37,36.067398
10089,39,151,0,1.307293442,2.632175,0.057794,11.940339,309.003754,5.646641,6.279531,6.176604,4.268341,8.681713,8.715598,0.223,5.9,943.380005,1.35,34.563541
10090,40,151,0,0.563080547,2.720087,0.058662,12.067815,307.317627,5.635544,6.261652,6.16076,4.440406,8.952713,9.163126,0.249,6,943.359985,1.38,35.744213
10091,41,151,0,0.933759354,2.667232,0.061032,9.968444,311.023529,5.646022,6.279828,6.179363,4.326054,8.856182,9.054037,0.249,6.1,943.450012,1.4,35.256466
10092,42,151,0,1.354011977,2.701499,0.057602,11.190778,309.469055,5.644959,6.275738,6.144373,4.413811,9.023469,9.02756,0.229,5.8,943.630005,1.41,35.945847
10093,43,151,0,1.133088244,2.775402,0.065101,8.117078,288.904327,5.300906,5.882541,6.178271,4.531081,9.425793,0.028216,0.194,6.2,943.549988,1.77,40.058338
10094,44,151,0,0.575967679,2.720137,0.058165,9.575554,309.492828,5.647102,6.277101,6.161804,4.403353,9.086955,9.363708,0.245,5.9,943.580017,1.42,36.190895
10095,45,151,0,1.675722474,2.759882,0.058255,12.949918,312.697266,5.683828,6.322186,6.162435,4.534569,9.121722,8.680595,0.241,5.9,943.650024,1.42,36.07029
10096,46,151,0,0.535243143,0.00006,3433.546143,90743.71875,0.053709,9.999983,9.999991,9.999997,-0.000307,-0.000361,-0.000253,0.189,5,0,0,-0.000902
10097,47,151,0,0.017266213,2.803991,0.060592,6.791499,279.885895,5.274066,5.838308,6.157877,4.564126,9.664983,0.027652,0.279,6.2,943.77002,1.81,41.386059
10098,48,151,0,1.309390285,2.794559,0.058225,8.853373,295.144867,5.337757,5.934478,6.189656,4.620662,9.561418,0.02545,0.222,6,943.900024,2.45,40.279099
10099,49,151,0,1.06151288,2.68189,0.057911,12.096651,310.030426,5.689543,6.324553,6.115413,4.436757,8.938567,8.679094,0.24,5.7,943.77002,1.36,35.332802
10100,50,151,0,1.002916112,2.72253,0.067084,13.617091,316.024628,5.73688,6.383276,6.111231,4.478023,9.00148,8.346133,0.238,5.6,943.869995,1.48,35.254154
10101,51,151,0,0.396573821,2.766519,0.057048,13.056455,310.645508,5.705076,6.343688,6.114957,4.533799,9.106835,8.592534,0.249,5.7,943.809998,1.4,35.889359
10102,52,151,0,0.794039998,2.76018,0.058168,14.078619,311.557007,5.7075,6.345685,6.11115,4.552781,9.027751,8.513474,0.244,5.7,943.940002,1.41,35.566498
10103,53,151,0,0.896332612,2.738785,0.05749,14.790018,316.126373,5.745426,6.38908,6.099916,4.57868,8.984837,8.129815,0.271,5.6,944.070007,1.41,35.157009
10104,54,151,0,0.564734888,2.748593,0.059748,15.663385,314.324036,5.762216,6.405674,6.092223,4.576737,8.914606,8.060732,0.256,5.5,943.98999,1.47,34.791836
10105,55,151,0,1.17144833,2.7364,0.061063,14.739708,313.203888,5.714347,6.355182,6.108593,4.508052,8.910319,8.454148,0.226,5.7,944.080017,1.43,35.051392
10106,56,151,0,1.708934375,2.724447,0.060649,14.594014,314.975769,5.738437,6.384556,6.099416,4.503044,8.889227,8.193502,0.231,5.6,944.049988,1.44,34.807537
10107,57,151,0,1.130976167,2.640981,0.057204,15.168059,316.844208,5.747127,6.393713,6.099907,4.382713,8.6114,7.900317,0.198,5.5,944.150024,1.46,33.671352
10108,58,151,0,0.661015288,2.752655,0.058838,19.308338,324.145477,5.873257,6.539968,6.084529,4.626769,8.742203,6.921565,0.246,5,944.429993,1.56,33.418369
10109,59,151,0,0.798128997,2.792483,0.058744,16.443098,316.716644,5.768825,6.417075,6.090431,4.613486,8.98623,8.045433,0.29,5.4,944.280029,1.45,35.009056
10110,60,151,0,1.770454323,2.71747,0.051431,19.808245,331.393066,5.921494,6.601594,6.077066,4.612736,8.656923,6.030957,0.242,5,944.47998,1.77,32.783455
10111,61,151,0,1.320815919,2.78106,0.058076,16.816355,318.994629,5.786725,6.437825,6.097108,4.597501,8.958413,7.702795,0.259,5.4,944.299988,1.47,34.788197
10112,62,151,0,0.860758755,2.753896,0.062245,16.583744,319.68457,5.83948,6.49901,6.079952,4.577816,8.907881,7.455187,0.246,5.2,944.419983,1.61,34.2663
10113,63,151,0,0.431612569,2.742706,0.05785,14.199578,315.293884,5.75333,6.399359,6.087343,4.478038,8.944027,8.009626,0.24,5.6,944.26001,1.52,34.941105
10114,64,151,0,1.728616863,2.708167,0.055228,14.427558,319.002869,5.781771,6.432328,6.082177,4.481511,8.877793,7.733554,0.243,5.3,944.409973,1.51,34.504589
10115,65,151,0,0.382897063,2.653427,0.061188,15.250772,319.168152,5.787326,6.438486,6.090112,4.383429,8.630445,7.581615,0.241,5.3,944.52002,1.49,33.511162
10116,66,151,0,1.453770433,2.726251,0.0557,17.111092,320.85376,5.824542,6.481873,6.084649,4.536506,8.766728,7.344794,0.283,5.2,944.559998,1.48,33.812481
10117,67,151,0,1.410581626,2.767266,0.057461,18.607193,324.692383,5.866344,6.5326,6.061534,4.638473,8.812252,6.858471,0.284,5,944.75,1.65,33.724136
10118,68,151,0,1.532642096,2.787394,0.055497,16.977453,319.994415,5.799437,6.455484,6.077212,4.609518,8.946837,7.492117,0.277,5.2,944.690002,1.57,34.648201
10119,69,151,0,0.795067921,2.72385,0.0654,11.087477,345.597992,5.569398,6.268877,6.359123,4.552629,9.314575,0.014663,0.204,5.1,944.799988,2.53,37.146107
10120,70,151,0,1.250444473,2.751098,0.062151,18.608221,323.921356,5.881729,6.54682,6.071891,4.53475,8.723563,6.765775,0.263,5,944.880005,1.67,33.312218
10121,71,151,0,0.502385872,2.630226,0.060974,18.293365,327.190369,5.849519,6.51684,6.074142,4.320806,8.353226,6.249713,0.291,5,944.849976,2.15,32.044773
10122,72,151,0,0.790224693,2.704041,0.059374,18.719456,332.382019,5.923796,6.60075,6.061297,4.521345,8.618065,6.103562,0.25,5.6,945.080017,2.09,32.640476
10123,73,151,0,1.175261516,2.693986,0.05703,18.218172,328.10083,5.923213,6.595371,6.06363,4.487269,8.613116,6.493951,0.239,4.9,945.030029,1.77,32.648338
10124,74,151,0,0.646780182,2.607193,0.060453,17.182114,321.086151,5.851058,6.50783,6.06074,4.29399,8.285016,6.582983,0.23,5.2,945.070007,1.65,31.827108
10125,75,151,0,0.766967859,2.6768,0.057951,17.684484,326.003082,5.898029,6.564711,6.069596,4.445213,8.559857,6.633701,0.252,4.9,945.169983,1.66,32.598
10126,76,151,0,0.798301391,2.654977,0.055762,18.131622,329.288605,5.927554,6.599741,6.065707,4.4575,8.473077,6.330156,0.234,5.6,945.109985,1.75,32.096245
10127,77,151,0,1.354868207,2.701277,0.063738,18.254374,325.103973,5.895113,6.557073,6.054044,4.481565,8.604184,6.612688,0.233,5,945.159973,1.61,32.804974
10128,78,151,0,1.456287161,2.574919,0.052596,20.321449,328.744293,5.912941,6.584634,6.04491,4.271299,8.059349,5.538582,0.237,4.8,945.25,2.12,30.599075
10129,79,151,0,1.296486566,2.655638,0.061258,21.048948,394.171326,6.094412,6.89257,6.115997,4.410078,8.329809,0.016047,0.231,4.4,945.349976,2.1,30.213001
10130,80,151,0,0.925466935,2.690995,0.057999,19.752623,329.792664,5.949164,6.623885,6.064708,4.477881,8.520866,6.047281,0.255,5.5,945.419983,2.08,32.15963
10131,81,151,0,0.946887873,2.668587,0.054784,22.744879,331.169464,6.0126,6.689987,6.048693,4.477483,8.31302,5.046804,0.263,5.3,945.559998,2.45,31.065157
10132,82,151,0,1.274599833,2.66685,0.057687,20.553793,329.914001,5.981141,6.654257,6.051617,4.475399,8.413828,5.692429,0.3,5.4,945.450012,1.95,31.610697
10133,83,151,0,1.533263859,2.654113,0.055069,25.639853,338.984589,6.066308,6.751945,4.908038,4.508636,8.103877,0.004559,0.251,5.1,945.880005,2.48,30.005714
10134,84,151,0,1.33276143,2.679591,0.056556,20.381149,332.261719,5.975308,6.650132,6.049312,4.509822,8.523132,5.618667,0.232,5.4,945.669983,2.19,32.041214
10135,85,151,0,0.970959312,2.558716,0.055691,30.665262,336.091553,6.128134,6.81457,5.203069,4.414978,7.739131,0.005221,0.225,4.8,945.950012,2.36,28.391853
10136,86,151,0,1.745479961,2.669614,0.057105,22.307369,331.131226,5.993562,6.666031,6.042841,4.509587,8.441031,5.561846,0.2,5.3,945.630005,2.24,31.656885
10137,87,151,0,0.854143737,2.459849,0.056455,26.287859,332.846832,6.082407,6.764524,5.312483,4.239514,7.70693,0.006771,0.226,5,945.789978,2.23,28.482901
10138,88,151,0,1.706357302,2.476402,0.061211,21.478258,329.422363,5.932068,6.604012,6.033296,4.146451,7.836816,4.859357,0.215,5.4,945.609985,2.16,29.666876
10139,89,151,0,0.915476977,2.617399,0.058577,21.534826,330.018341,5.985082,6.659321,6.029831,4.419074,8.296696,5.089719,0.259,5.3,945.630005,2.14,31.146925
10140,90,151,0,0.821448086,2.659457,0.053671,22.502594,328.424622,6.013265,6.680473,6.032088,4.487176,8.327489,5.226055,0.252,5.3,945.77002,2.47,31.163546
10141,91,151,0,0.485569787,2.552428,0.057161,22.547472,327.285889,6.02168,6.693187,6.043177,4.338258,8.017715,5.222195,0.239,5.2,945.840027,2.46,29.947296
10142,92,151,0,0.665307461,2.660491,0.056039,23.058315,327.033875,5.998791,6.664527,6.029744,4.517195,8.276594,5.195826,0.237,5.3,945.719971,2.11,31.04719
10143,93,151,0,1.297546799,2.603798,0.050759,27.880346,331.948761,6.097857,6.777946,5.088363,4.487549,7.878078,0.00577,0.233,5,946.080017,2.48,29.057764
10144,94,151,0,1.152582679,2.58356,0.05703,28.208248,327.556,6.084002,6.754427,6.025939,4.480652,7.918029,4.30742,0.188,5,945.849976,2.34,29.306812
10145,95,151,0,0.90713181,2.543419,0.055418,24.534561,326.939392,6.020345,6.68743,6.015666,4.309299,7.88232,4.455107,0.257,5.2,945.859985,2.27,29.466927
10146,96,151,0,0.569171395,2.57123,0.058099,24.228765,328.990112,6.034893,6.703943,6.029202,4.380094,8.017293,4.61664,0.233,5.2,945.77002,2.19,29.897678
10147,97,151,0,1.370191512,2.539922,0.054689,24.920687,329.375885,6.029451,6.700787,5.269632,4.356515,7.85082,0.006992,0.224,5.2,945.719971,2.18,29.290663
10148,98,151,0,1.188985385,2.637853,0.058089,34.100964,327.649475,6.165816,6.829912,4.860644,4.605398,7.689213,0.004544,0.156,4.8,946.080017,2.61,28.145359
10149,99,151,0,1.257516917,2.588859,0.05237,32.796223,334.426056,6.16455,6.840467,5.396217,4.477871,7.709323,0.005986,0.216,4.7,946.049988,2.27,28.175428
10150,100,151,0,0.737325342,2.336469,0.401794,99.717606,317.349792,6.475796,6.623722,6.21187,4.389585,3.003438,0.005471,0.197,3.4,946.820007,2.74,11.335915
10151,101,151,0,0.894631315,2.54275,0.052888,32.13028,326.394012,6.133583,6.797277,4.957973,4.51149,7.678638,0.004912,0.229,4.8,945.880005,2.29,28.241594
10152,102,151,0,1.083218516,2.522849,0.057677,33.8908,322.826538,6.152984,6.813382,5.990192,4.446684,7.653317,3.092754,0.184,4.7,945.900024,2.44,28.081932
10153,103,151,0,1.050189109,2.302725,0.329656,99.717957,304.480347,6.483181,6.671369,6.220538,4.324706,3.233348,0.005452,0.216,3.3,946.710022,2.9,12.116508
10154,104,151,0,0.485706773,0.00706,35.736881,20669.00586,620.062927,4.416872,6.103148,6.116314,0.012049,5.075788,6.001105,999.971985,6.5,944.059998,1.32,20.791683
10155,105,151,0,0.839750782,2.551354,0.056117,29.841034,316.557068,6.099559,6.751532,6.012971,4.417553,7.715675,3.8946,0.242,4.9,945.669983,2.72,28.570091
10156,106,151,0,1.199638992,2.509913,0.053034,34.798302,326.775146,6.14761,6.814831,4.915455,4.366354,7.347742,0.004848,0.289,4.8,945.659973,2.51,26.954964
10157,107,151,0,1.615143252,2.492115,0.051546,30.3867,323.980743,6.096044,6.754744,4.922879,4.369298,7.460171,0.005663,0.269,4.9,945.369995,2.03,27.610855
10158,108,151,0,0.539793489,2.527573,0.048013,25.45916,313.335052,6.262514,6.895676,5.050273,4.499228,6.946954,0.00478,0.348,4.5,945.72998,2.76,25.185905
10159,109,151,0,1.152133609,2.358705,0.048127,69.80706,314.290466,6.307674,6.939301,6.126192,4.275522,5.928152,0.007752,0.362,3.6,945.590027,2.25,21.357164
10160,110,151,0,1.063404136,2.462816,0.056931,29.091396,314.767639,6.127556,6.774578,6.020024,4.372005,7.668415,3.932805,0.24,4.9,945.210022,2.62,28.298498
10161,111,151,0,0.448368475,2.598199,0.057555,31.226933,310.887695,6.11284,6.746719,6.005221,4.521835,7.738773,4.033644,0.256,4.9,944.950012,2.61,28.676064
10162,112,151,0,1.120239292,2.475043,0.058343,32.836464,310.50708,6.173273,6.804546,6.020801,4.375566,7.480262,3.940183,0.265,4.8,944.77002,2.36,27.482588
10163,113,151,0,0.663945564,0.000041,6082.281738,105458.9141,-0.010845,9.999989,10.00001,9.999991,-0.000331,-0.000312,0.000081,0.234,4.9,0,0,-0.00078
10164,114,151,0,1.151439108,0.003361,0.068435,28.685911,535.383911,4.647536,5.587081,5.425178,0.010465,0.013569,0.004878,0.306,3.5,0,0,0.060718
10165,115,151,0,0.718518077,2.467513,0.051122,34.81398,306.47583,6.162487,6.78877,6.022537,4.41052,7.323678,3.82017,0.233,4.8,944.219971,2.74,26.969824
10166,116,151,0,0.659228008,2.140686,0.542078,99.724289,336.727264,6.387114,6.664328,6.399272,4.082837,2.315821,0.005329,0.245,3.4,944.429993,2.8,8.687377
10167,117,151,0,1.449666423,2.41898,0.054759,37.386375,304.719971,6.190439,6.812132,5.989304,4.340848,7.1463,2.729342,0.243,4.6,943.619995,2.43,26.226372
10168,118,151,0,0.50877987,2.450222,0.051333,21.577951,307.22052,6.229819,6.850136,4.866539,4.443908,6.935731,0.004441,0.361,4.5,943.409973,2.69,25.312386
10169,119,151,0,0.616309243,2.371203,0.049543,21.872578,300.181091,6.257779,6.867335,4.877043,4.330116,6.646866,0.004206,0.195,4.4,943.150024,2.94,24.197401
10170,120,151,0,0.672803265,2.175588,0.38742,99.736862,296.736481,6.461654,6.582494,6.241751,4.202182,2.629162,0.005349,0.205,3.3,943.219971,2.8,9.985431
10171,121,151,0,0.953008326,2.014162,0.9979,99.952339,-1759.055298,6.711243,5.041495,4.832379,4.006361,0.00475,0.002249,0.226,2.8,943.26001,2.88,0.023555
10172,122,151,0,0.713904483,2.36566,0.047276,30.511421,293.550629,6.349681,6.926762,4.951603,4.416489,5.969276,0.004211,0.218,4.2,941.700012,2.81,21.544252
10173,123,151,0,1.803009042,0.001369,1.129553,25.88422,437.363983,4.033583,4.938908,5.266914,0.001258,0.002641,0.00114,0.184,2.4,0,0,0.013368
10174,124,151,0,1.524807288,2.042958,0.955442,99.823326,-143.743622,6.604495,6.605353,6.369718,4.083263,0.039277,0.004456,0.203,3,941.369995,3.3,0.148656
10175,125,151,0,1.112905594,-0.002457,0.513514,43.605782,268.404633,7.244988,6.305778,10.000002,0.014389,0.00734,0.000591,0.229,1.5,0,0,0.0291
10176,126,151,0,1.602955839,0.000008,2403.482178,1079114.5,262.166687,4.934299,5.150095,5.597217,-0.000194,0.000287,0.000208,0.201,9.4,0,0,0.001391
10177,127,151,0,1.624578858,0.000168,4856.015137,478243.9063,0.058873,10.000008,9.99997,10.000006,-0.000351,0.000046,-0.000552,0.19,3.2,0,0,0.000116
10178,128,151,0,1.719084973,0.000118,3139.242188,232990.625,-0.022723,9.999983,9.999996,9.999977,-0.000302,-0.000297,-0.000165,0.277,9.9,0,0,-0.000743
10179,129,151,0,1.222975408,0.000309,4267.407227,103.208374,-0.024789,10.000015,9.999974,10.000003,-0.000018,-0.000175,-0.000488,0.24,1.9,0,0,-0.000436
10180,129,152,0,0.872976492,-0.000159,5297.471191,1326820.25,0.017042,10.000004,10.000015,9.999955,-0.000479,-0.000052,-0.000037,0.231,7.8,0,0,-0.00013
10181,128,152,0,0.980685591,-0.000105,2648.735596,340902.0625,-0.003099,10.000004,9.999971,9.99999,-0.00043,-0.000439,-0.000366,0.224,0.6,0,0,-0.001098
10182,127,152,0,0.934938951,-0.000194,3924.052734,85838.64844,-0.003099,9.999979,10.000024,10.000026,-0.00016,-0.000302,-0.000381,291.177002,3.5,0,0,-0.000755
10183,126,152,0,0.49801321,-0.000309,3629.748779,2047865,0.027371,10.000009,10.000004,10.000016,-0.000464,-0.000513,-0.000106,696.622009,1,0,0,-0.001282
10184,125,152,0,1.211318447,0.000286,6867.092285,118.121048,-0.019108,9.999972,10.000031,10.000013,-0.000032,-0.000371,-0.000003,0.245,9.5,0,0,-0.000927
10185,124,152,0,0.891497973,0.000623,9.765329,42.084049,1541.451294,5.144001,9.410331,10.000017,0.000551,0.002141,0.0006,76.580002,3.7,0,0,0.005687
10186,123,152,0,1.243579987,2.023501,0.998182,99.9216,-1954.441895,6.670784,5.077573,5.052794,4.031191,0.006521,0.001498,0.242,2.8,942.070007,3.22,0.032106
10187,122,152,0,1.345421592,2.13822,0.998336,99.942818,-1874.783081,6.620286,5.118756,4.894325,4.206969,0.006075,0.002013,0.232,2.9,942.429993,2.8,0.029668
10188,121,152,0,1.565172242,0.00484,0.072978,84.947845,445.385162,5.410145,6.327358,5.175573,0.006859,0.00758,0.001851,725.992981,3.2,0,0,0.029951
10189,120,152,0,1.148737487,1.782711,0.078016,47.262451,343.003448,6.531133,7.033861,6.315185,3.102574,4.339617,0.006722,0.234,3.4,942.23999,1.83,15.424022
10190,119,152,0,1.802956951,2.245889,0.485291,99.820244,236.26564,6.596345,6.637313,6.284431,4.323386,0.821919,0.00474,0.233,3,943.890015,2.53,3.095829
10191,118,152,0,1.377640775,2.404995,0.049808,37.609676,303.289459,6.171672,6.788336,6.007451,4.346464,7.093978,3.359815,0.237,4.7,943.179993,2.7,26.125614
10192,117,152,0,0.576014499,2.227791,0.340628,84.71666,297.103668,6.403572,6.523997,6.178856,4.16299,3.560413,0.00605,0.26,3.4,944.080017,2.92,13.643526
10193,116,152,0,0.753768268,0.000244,4806.964355,124.982925,-0.03615,9.999994,9.999978,10.000022,-0.000091,-0.000057,-0.000341,0.211,3.1,0,0,-0.000142
10194,115,152,0,1.447857965,0.003278,0.079353,42.654411,404.019653,4.80818,5.622857,5.274911,0.011156,0.012167,0.00346,0.322,3.3,0,0,0.054094
10195,114,152,0,1.0995926,0.000235,3188.292725,39240.52734,-0.024789,10.000011,9.999976,9.999986,-0.000116,-0.000175,0.000041,0.218,9.3,0,0,-0.000436
10196,113,152,0,0.758718427,0.000334,3580.697998,107.833527,-0.012394,9.999972,10.000025,9.999985,-0.000027,0.000056,-0.000331,0.342,1.9,0,0,0.00014
10197,112,152,0,0.944685539,0.0002,4856.015137,124.06221,0.002582,10.000034,9.999976,9.99999,0.000262,0.000081,-0.000474,0.289,7.7,0,0,0.000201
10198,111,152,0,1.06567678,-0.000018,4365.508789,232990.625,-0.009296,10.000026,9.999972,9.999983,-0.000135,0.000036,-0.00013,0.273,7.7,0,0,0.000091
10199,110,152,0,0.634441884,0.003318,0.039777,31.26026,509.272705,4.653565,5.549259,5.100629,0.012328,0.014276,0.003612,0.242,3.6,0,0,0.064314
10200,109,152,0,0.738400175,2.389488,0.052736,25.197197,322.470184,6.229916,6.880488,5.124183,4.334648,7.026779,0.004628,0.255,4.5,945.47998,2.93,25.53154
10201,108,152,0,0.829224548,2.447947,0.059649,25.732914,315.0961,6.046882,6.694625,6.00685,4.230567,7.638033,4.143551,0.242,5,945.140015,2.22,28.523006
10202,107,152,0,0.676770691,2.475747,0.058567,28.650871,319.388641,6.073511,6.729939,4.990044,4.27201,7.514686,0.005486,0.317,5,945.419983,2.54,27.915134
10203,106,152,0,1.102119472,0.001078,8976.270508,77.551132,-388.542755,3.466618,3.510555,3.864613,0.000821,0.000311,0.000556,1000,2.5,0,0,0.002215
10204,105,152,0,1.380412161,2.586698,0.053134,27.576931,319.894745,6.065944,6.719449,6.025248,4.484596,7.88387,4.430718,0.257,5.1,945.440002,2.66,29.332283
10205,104,152,0,1.159327275,2.461089,0.056345,27.634617,324.753845,6.044611,6.703676,6.019176,4.235453,7.50515,3.886045,0.269,5.1,945.469971,2.2,27.988935
10206,103,152,0,0.940550808,2.578044,0.052968,28.687166,326.961578,6.121844,6.786625,4.881819,4.458005,7.855416,0.005177,0.265,4.9,945.809998,2.63,28.937122
10207,102,152,0,1.18628177,0.000103,3727.850098,308.583954,-0.013944,10.000002,9.999995,9.999996,-0.000076,-0.000047,-0.000395,0.159,9.7,0,0,-0.000117
10208,101,152,0,1.844024761,0.0017,0.095626,38.55537,339.488617,3.340488,4.045007,5.232137,0.003612,0.004917,0.004471,1000,4.2,0,0,0.030389
10209,100,152,0,1.243935958,2.548043,0.058318,30.754967,326.192627,6.138254,6.804324,5.007153,4.419942,7.718148,0.004505,0.208,4.8,945.869995,2.36,28.35751
10210,99,152,0,0.813655093,2.629091,0.053522,25.970066,327.558563,6.030636,6.696778,6.031901,4.470391,8.006968,4.476556,0.219,5.2,945.799988,2.51,29.891119
10211,98,152,0,1.083916454,2.64358,0.053476,26.053989,326.425537,6.03625,6.700564,6.027442,4.541902,8.073245,4.545419,0.254,5.2,945.780029,2.51,30.121513
10212,97,152,0,1.673136433,2.586118,0.05457,26.79541,325.852814,6.079618,6.744016,6.020126,4.479735,8.001292,4.412025,0.246,5,945.880005,2.45,29.660713
10213,96,152,0,1.294779768,0.003132,0.215893,17.861864,433.689575,4.803042,5.723296,4.855249,0.006722,0.0125,0.00349,2.32,3.9,0,0,0.054602
10214,95,152,0,0.657133218,0.000125,5787.977539,186.232132,-0.014976,9.999998,9.999983,10.00002,0.000027,-0.000297,-0.000096,0.181,5.5,0,0,-0.000743
10215,94,152,0,1.197537353,0.004267,0.076512,20.213129,427.738739,4.576579,5.434744,5.259089,0.010729,0.017562,0.005702,0.246,3.8,0,0,0.080787
10216,93,152,0,0.726345354,2.609609,0.059031,27.648056,329.214264,6.081233,6.75666,6.014034,4.531066,8.034078,4.00851,0.229,5,945.809998,2.29,29.726513
10217,92,152,0,1.693392246,2.548035,0.054444,28.513205,331.108002,6.109293,6.785377,5.313311,4.452105,7.85264,0.006403,0.267,4.9,946.059998,2.78,28.932219
10218,91,152,0,0.785952294,0.000911,0.43304,75.759514,-36.292629,3.33274,3.335996,3.680428,0.001086,0.000934,0.000728,1000,2.3,0,0,0.007
10219,90,152,0,0.80766573,2.604995,0.06105,25.858946,332.650574,6.087075,6.765067,6.03634,4.485179,8.165912,4.52595,0.411,5,945.900024,2.7,30.176756
10220,89,152,0,0.84984154,2.591785,0.056982,21.807116,328.41687,5.984113,6.650101,6.042465,4.33275,8.175457,5.59657,0.289,5.4,945.700012,2.38,30.734335
10221,88,152,0,0.58751113,2.541351,0.05453,27.319096,329.39035,6.062649,6.732455,6.02437,4.321404,7.825647,4.416283,0.226,5.1,945.869995,2.59,29.05941
10222,87,152,0,1.280503564,2.493807,0.064573,22.557529,335.307617,5.968771,6.653911,6.030487,4.213807,7.882114,4.572284,0.229,5.3,945.609985,2.07,29.61459
10223,86,152,0,1.211062278,0.003377,0.570146,72.232018,-286.473999,4.537327,4.517063,4.772896,0.003602,0.003122,0.00372,999.997009,3.4,0,0,0.017277
10224,85,152,0,0.216689847,2.644904,0.062192,25.814657,330.641663,6.052144,6.731629,6.032841,4.484228,8.13136,4.210207,0.225,5.1,945.820007,2.56,30.198336
10225,84,152,0,1.247399497,2.650405,0.05196,25.678385,333.24704,6.053414,6.734265,6.037055,4.488691,8.162875,4.69363,0.277,5.1,945.690002,2.16,30.303513
10226,83,152,0,1.325576096,2.467423,0.063966,22.697262,333.433472,6.052833,6.73786,6.049404,4.22424,7.861743,4.626642,0.253,5.1,945.659973,2.62,29.170033
10227,82,152,0,0.342818767,2.5575,0.053934,29.821909,340.615479,6.088031,6.78131,4.949266,4.408258,7.742668,0.004652,0.277,5,945.869995,2.56,28.544147
10228,81,152,0,1.409176703,0.004357,0.122616,21.821566,417.027466,4.647545,5.502204,5.097093,0.006962,0.014114,0.00659,1000,4.1,0,0,0.064129
10229,80,152,0,0.66065062,2.646178,0.056481,19.235319,324.766754,5.908907,6.573836,6.050079,4.395024,8.369717,6.215442,0.23,5.6,945.309998,2.05,31.829653
10230,79,152,0,0.377343919,0.00021,7308.547852,2887.323975,0.060939,10,10.000007,9.99997,-0.000361,-0.000763,-0.00016,0.225,6.8,0,0,-0.001908
10231,78,152,0,1.396634326,0.003562,0.059533,16.685705,422.367889,4.59425,5.441658,5.094234,0.01123,0.017155,0.005211,0.27,4,0,0,0.078814
